filename,status,transcript
911_first6sec/call_100_0.wav,ok,(musica de fondo) Compañía de la vida no me quieren y se lo dije a mi abuelo por las fuerzas. (quejidos) (musica de fondo)
911_first6sec/call_105_0.wav,ok,"(muffled screaming) I'm walking in the field. I don't know where I am. You're walking in the field. Okay, I need you to just stop, okay? I'm going to try to find you-"
911_first6sec/call_107_0.wav,http_401,
911_first6sec/call_10_0.wav,ok,"Ma'am, my pickup was stolen. I had to go find it. Ugh."
911_first6sec/call_131_0.wav,http_401,
911_first6sec/call_137_0.wav,ok,(telefonos sinyal sesi)
911_first6sec/call_139_0.wav,http_401,
911_first6sec/call_157_0.wav,http_401,
911_first6sec/call_157_1.wav,http_401,
911_first6sec/call_184_0.wav,http_401,
911_first6sec/call_192_0.wav,http_401,
911_first6sec/call_203_0.wav,http_401,
911_first6sec/call_248_0.wav,http_401,
911_first6sec/call_250_0.wav,http_401,
911_first6sec/call_274_0.wav,http_401,
911_first6sec/call_277_0.wav,http_401,
911_first6sec/call_310_0.wav,ok,"Yeah, this is emergency. I'm a cab driver. This guy, he say-"
911_first6sec/call_312_0.wav,http_401,
911_first6sec/call_314_0.wav,http_401,
911_first6sec/call_314_1.wav,http_401,
911_first6sec/call_318_0.wav,ok,"Yes sir, I'm gonna need some help. I'm trapped in the backside of this forest fire."
911_first6sec/call_373_0.wav,ok,(operator voice)
911_first6sec/call_379_0.wav,ok,"Um, we lost contact with two carriers, uh, with the carrier and somebody that was looking-"
911_first6sec/call_384_0.wav,http_401,
911_first6sec/call_394_0.wav,ok,"9-1-1, what's your emergency? This is an emergency. We're on a hike, um, a lake Milwaukee hike, and my kids are in a small cave..."
911_first6sec/call_397_0.wav,http_401,
911_first6sec/call_404_0.wav,http_401,
911_first6sec/call_405_0.wav,http_401,
911_first6sec/call_413_0.wav,http_401,
911_first6sec/call_414_0.wav,http_401,
911_first6sec/call_416_0.wav,http_401,
911_first6sec/call_417_0.wav,http_401,
911_first6sec/call_422_0.wav,http_401,
911_first6sec/call_425_0.wav,http_401,
911_first6sec/call_425_1.wav,http_401,
911_first6sec/call_427_0.wav,http_401,
911_first6sec/call_429_0.wav,http_401,
911_first6sec/call_436_0.wav,http_401,
911_first6sec/call_439_0.wav,http_401,
911_first6sec/call_444_0.wav,http_401,
911_first6sec/call_445_0.wav,http_401,
911_first6sec/call_462_0.wav,http_401,
911_first6sec/call_465_0.wav,http_401,
911_first6sec/call_467_0.wav,http_401,
911_first6sec/call_470_0.wav,http_401,
911_first6sec/call_483_0.wav,ok,"My brother's drowning. Where are you at? Um, at the-"
911_first6sec/call_488_0.wav,http_401,
911_first6sec/call_489_0.wav,http_401,
911_first6sec/call_490_0.wav,http_401,
911_first6sec/call_491_0.wav,http_401,
911_first6sec/call_493_0.wav,http_401,
911_first6sec/call_494_0.wav,http_401,
911_first6sec/call_496_0.wav,http_401,
911_first6sec/call_499_0.wav,ok,"Can I help you, sir? We have a couple of people who've tipped over in the Great Salt Lake. I've got them on the line."
911_first6sec/call_49_0.wav,http_401,
911_first6sec/call_501_0.wav,http_401,
911_first6sec/call_508_0.wav,http_401,
911_first6sec/call_510_0.wav,http_401,
911_first6sec/call_518_0.wav,http_401,
911_first6sec/call_520_0.wav,http_401,
911_first6sec/call_526_0.wav,http_401,
911_first6sec/call_532_0.wav,http_401,
911_first6sec/call_535_0.wav,http_401,
911_first6sec/call_537_0.wav,http_401,
911_first6sec/call_540_0.wav,http_401,
911_first6sec/call_542_0.wav,http_401,
911_first6sec/call_545_0.wav,http_401,
911_first6sec/call_547_0.wav,http_401,
911_first6sec/call_548_0.wav,http_401,
911_first6sec/call_54_0.wav,http_401,
911_first6sec/call_552_0.wav,ok,"Units know that it is confirmed rotation on the ground just went over our house off of, uh, Brinkley and-"
911_first6sec/call_552_1.wav,ok,"On my way into the north I've seen a funnel cloud, um, just reporting, uh, my first sighting driving through-"
911_first6sec/call_552_2.wav,ok,"Um, we just got in a tornado and um the car flipped and the windows busted and we're bleeding to death- (dramatic music)"
911_first6sec/call_552_3.wav,ok,"Florida, I just came across, let's say 24. Okay. See what you got."
911_first6sec/call_552_4.wav,ok,"Yeah, I have a rotating cloud coming in, uh, uh, southwest of Regency Park up near-"
911_first6sec/call_552_5.wav,ok,"Yes. There's a tornado touched down off Broad and Memorial. Are you hurt sir? No, I'm looking out the window trying to get my wife."
911_first6sec/call_552_6.wav,ok,"No, ma'am. We can see a tornado. We're at 914 Hillcrest. We have about five adults-"
911_first6sec/call_562_0.wav,http_401,
911_first6sec/call_571_0.wav,http_401,
911_first6sec/call_579_0.wav,http_401,
911_first6sec/call_57_0.wav,http_401,
911_first6sec/call_582_0.wav,http_401,
911_first6sec/call_584_0.wav,http_401,
911_first6sec/call_584_1.wav,http_401,
911_first6sec/call_584_2.wav,http_401,
911_first6sec/call_591_0.wav,http_401,
911_first6sec/call_592_0.wav,http_401,
911_first6sec/call_593_0.wav,http_401,
911_first6sec/call_594_0.wav,http_401,
911_first6sec/call_595_0.wav,http_401,
911_first6sec/call_596_0.wav,http_401,
911_first6sec/call_602_0.wav,http_401,
911_first6sec/call_606_0.wav,http_401,
911_first6sec/call_608_0.wav,http_401,
911_first6sec/call_610_0.wav,http_401,
911_first6sec/call_611_0.wav,http_401,
911_first6sec/call_616_0.wav,http_401,
911_first6sec/call_620_0.wav,http_401,
911_first6sec/call_622_0.wav,http_401,
911_first6sec/call_638_0.wav,http_401,
911_first6sec/call_643_0.wav,http_401,
911_first6sec/call_643_1.wav,http_401,
911_first6sec/call_645_0.wav,http_401,
911_first6sec/call_647_0.wav,http_401,
911_first6sec/call_649_0.wav,http_401,
911_first6sec/call_650_0.wav,http_401,
911_first6sec/call_660_0.wav,http_401,
911_first6sec/call_661_0.wav,http_401,
911_first6sec/call_662_0.wav,http_401,
911_first6sec/call_667_0.wav,http_401,
911_first6sec/call_669_0.wav,http_401,
911_first6sec/call_674_0.wav,http_401,
911_first6sec/call_675_0.wav,http_401,
911_first6sec/call_676_0.wav,http_401,
911_first6sec/call_680_0.wav,http_401,
911_first6sec/call_680_1.wav,http_401,
911_first6sec/call_682_0.wav,http_401,
911_first6sec/call_688_0.wav,http_401,
911_first6sec/call_68_0.wav,http_401,
911_first6sec/call_692_0.wav,http_401,
911_first6sec/call_700_0.wav,http_401,
911_first6sec/call_703_0.wav,http_401,
911_first6sec/call_703_1.wav,http_401,
911_first6sec/call_707_0.wav,http_401,
911_first6sec/call_710_0.wav,http_401,
911_first6sec/call_711_0.wav,http_401,
911_first6sec/call_712_0.wav,http_401,
911_first6sec/call_713_0.wav,http_401,
911_first6sec/call_714_0.wav,http_401,
911_first6sec/call_726_0.wav,http_401,
911_first6sec/call_729_0.wav,http_401,
911_first6sec/call_732_0.wav,http_401,
911_first6sec/call_73_0.wav,http_401,
911_first6sec/call_741_0.wav,http_401,
911_first6sec/call_74_0.wav,http_401,
911_first6sec/call_77_0.wav,http_401,
911_first6sec/call_89_0.wav,http_401,
911_first6sec/call_97_0.wav,http_401,
